date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:29:50	15853/15853	---MCZ	200	added ('OK')	image/png	etag:W/%225eb02c8d-3ded%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/viber.png	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/viber.png	(from https://danfoss-drives.com.ua/)
10:29:50	1130/1130	---MCZ	200	added ('OK')	image/png	etag:W/%225eb02c8c-46a%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/telegram.png	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/telegram.png	(from https://danfoss-drives.com.ua/)
10:29:51	274774/274774	---MCZ	200	added ('OK')	text/html	etag:W/%225eb02c92-43156%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/shape/pdf.html	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/shape/pdf.html	(from https://danfoss-drives.com.ua/)
10:29:51	379/379	---M--	200	added ('OK')	image/gif	etag:%225eb02c82-17b%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/fancybox/ajax-loader.gif	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/fancybox/ajax-loader.gif	(from https://danfoss-drives.com.ua/)
10:29:51	13442/13442	---MCZ	200	added ('OK')	image/png	etag:W/%225eb02c8a-3482%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/polo_pod_sl.png	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/polo_pod_sl.png	(from https://danfoss-drives.com.ua/)
10:29:52	36828/36828	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c77-8fdc%22	https://danfoss-drives.com.ua/wp-content/uploads/2020/04/services_sl_2_img_1.jpg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/uploads/2020/04/services_sl_2_img_1.jpg	(from https://danfoss-drives.com.ua/)
10:29:52	64448/64448	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c75-fbc0%22	https://danfoss-drives.com.ua/wp-content/uploads/2020/04/services_sl_1_img_1.jpg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/uploads/2020/04/services_sl_1_img_1.jpg	(from https://danfoss-drives.com.ua/)
10:29:52	94866/94866	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c75-17292%22	https://danfoss-drives.com.ua/wp-content/uploads/2020/04/services_sl_3_img_1.jpg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/uploads/2020/04/services_sl_3_img_1.jpg	(from https://danfoss-drives.com.ua/)
10:29:52	43149/43149	---MCZ	200	added ('OK')	image/png	etag:W/%225eb02c77-a88d%22	https://danfoss-drives.com.ua/wp-content/uploads/2020/04/dozvil2.png	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/uploads/2020/04/dozvil2.png	(from https://danfoss-drives.com.ua/)
10:29:52	234373/234373	---MCZ	200	added ('OK')	image/png	etag:W/%225eb02c73-39385%22	https://danfoss-drives.com.ua/wp-content/uploads/2020/04/why_slider_1.png	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/uploads/2020/04/why_slider_1.png	(from https://danfoss-drives.com.ua/)
10:29:53	109020/109020	---MCZ	200	added ('OK')	image/png	etag:W/%225eb02c74-1a9dc%22	https://danfoss-drives.com.ua/wp-content/uploads/2020/04/deklaratsyia2.png	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/uploads/2020/04/deklaratsyia2.png	(from https://danfoss-drives.com.ua/)
10:29:53	15775/15775	---MCZ	200	added ('OK')	image/png	etag:W/%225eb02c74-3d9f%22	https://danfoss-drives.com.ua/wp-content/uploads/2020/04/clients_8.png	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/uploads/2020/04/clients_8.png	(from https://danfoss-drives.com.ua/)
10:29:53	22443/22443	---MCZ	200	added ('OK')	image/png	etag:W/%225eb02c73-57ab%22	https://danfoss-drives.com.ua/wp-content/uploads/2020/04/clients_7.png	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/uploads/2020/04/clients_7.png	(from https://danfoss-drives.com.ua/)
10:29:53	21313/21313	---MCZ	200	added ('OK')	image/png	etag:W/%225eb02c7b-5341%22	https://danfoss-drives.com.ua/wp-content/uploads/2020/04/clients_6.png	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/uploads/2020/04/clients_6.png	(from https://danfoss-drives.com.ua/)
10:29:53	18487/18487	---MCZ	200	added ('OK')	image/png	etag:W/%225eb02c79-4837%22	https://danfoss-drives.com.ua/wp-content/uploads/2020/04/clients_5.png	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/uploads/2020/04/clients_5.png	(from https://danfoss-drives.com.ua/)
10:29:54	11569/11569	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c78-2d31%22	https://danfoss-drives.com.ua/wp-content/uploads/2020/04/clients_4.jpg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/uploads/2020/04/clients_4.jpg	(from https://danfoss-drives.com.ua/)
10:29:54	24463/24463	---MCZ	200	added ('OK')	image/png	etag:W/%225eb02c79-5f8f%22	https://danfoss-drives.com.ua/wp-content/uploads/2020/04/clients_3.png	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/uploads/2020/04/clients_3.png	(from https://danfoss-drives.com.ua/)
10:29:54	35647/35647	---MCZ	200	added ('OK')	image/png	etag:W/%225eb02c77-8b3f%22	https://danfoss-drives.com.ua/wp-content/uploads/2020/04/clients_2.png	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/uploads/2020/04/clients_2.png	(from https://danfoss-drives.com.ua/)
10:29:54	15479/15479	---MCZ	200	added ('OK')	image/png	etag:W/%225eb02c79-3c77%22	https://danfoss-drives.com.ua/wp-content/uploads/2020/04/clients_1.png	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/uploads/2020/04/clients_1.png	(from https://danfoss-drives.com.ua/)
10:29:55	35235/35235	---MCZ	200	added ('OK')	image/png	etag:W/%225ed11eae-89a3%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/technical_img.png	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/technical_img.png	(from https://danfoss-drives.com.ua/)
10:29:55	86659/86659	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec4-15283%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.2.1/jquery.min.js	D:/Development/Copies/danfoss/cdnjs.cloudflare.com/ajax/libs/jquery/3.2.1/jquery.min.js	(from https://danfoss-drives.com.ua/)
10:29:55	4263/4263	---MCZ	200	added ('OK')	application/javascript	etag:W/%225eb02c8e-10a7%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/libs/jquery.maskedinput.min.js	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/libs/jquery.maskedinput.min.js	(from https://danfoss-drives.com.ua/)
10:29:55	291/291	---M--	200	added ('OK')	application/javascript	etag:%225eb02c8e-123%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/libs/menu.js	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/libs/menu.js	(from https://danfoss-drives.com.ua/)
10:29:56	28112/28112	---MCZ	200	added ('OK')	application/javascript	etag:W/%225eb02c8e-6dd0%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/libs/main.js	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/libs/main.js	(from https://danfoss-drives.com.ua/)
10:29:56	46268/46268	---M--	200	added ('OK')	application/octet-stream	etag:%225eb02c83-b4bc%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProLight.ttf	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProLight.ttf	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:29:56	21451/21451	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225eb02c83-53cb%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProLight.eot	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProLight.eot	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:29:57	40464/40464	---M--	200	added ('OK')	application/octet-stream	etag:%225eb02c85-9e10%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProRegular.ttf	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProRegular.ttf	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:29:57	40642/40642	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225eb02c84-9ec2%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProRegular.eot	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProRegular.eot	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:29:57	46088/46088	---M--	200	added ('OK')	application/octet-stream	etag:%225eb02c83-b408%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProMedium.ttf	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProMedium.ttf	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:29:57	21742/21742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225eb02c83-54ee%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProMedium.eot	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProMedium.eot	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:29:57	40856/40856	---M--	200	added ('OK')	application/octet-stream	etag:%225eb02c82-9f98%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProBold.ttf	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProBold.ttf	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:29:58	41038/41038	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225eb02c82-a04e%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProBold.eot	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProBold.eot	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:29:58	124872/124872	---M--	200	added ('OK')	application/octet-stream	etag:%225eb02c85-1e7c8%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/fonts/Verdana-Bold.ttf	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/fonts/Verdana-Bold.ttf	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:29:58	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Dec%202022%2008:29:58%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/fonts/erdana-Bold.eot	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/fonts/erdana-Bold.eot	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:29:59	4733/4733	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb02c89-127d%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/pdf.svg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/pdf.svg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:29:59	139734/139734	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c89-221d6%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/head_bg.jpg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/head_bg.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:29:59	11046/11046	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb02c89-2b26%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:29:59	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Dec%202022%2008:29:59%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/bg_toch.png	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/bg_toch.png	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:29:59	1063/1063	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb02c8c-427%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/tel.svg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/tel.svg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:30:00	30907/30907	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb02c89-78bb%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_techosens.svg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_techosens.svg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:30:00	100680/100680	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c8b-18948%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/services_bg.jpg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/services_bg.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:30:00	85654/85654	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c88-14e96%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/consultation_bg.jpg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/consultation_bg.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:30:00	37071/37071	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c8c-90cf%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/technical_bg.jpg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/technical_bg.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:30:01	2366/2366	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c88-93e%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/h3_kv.jpg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/h3_kv.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:30:01	5267/5267	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c8a-1493%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/scheme_polo.jpg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/scheme_polo.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:30:01	5585/5585	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c8b-15d1%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/scheme_polo2.jpg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/scheme_polo2.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:30:01	31423/31423	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c88-7abf%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/contacts_bg.jpg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/contacts_bg.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:30:02	104700/104700	---MCZ	200	added ('OK')	image/png	etag:W/%225ed12d96-198fc%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/cont_bg.png	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/cont_bg.png	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:30:02	30933/30933	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb02c89-78d5%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_techosens_f.svg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_techosens_f.svg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:30:02	18163/18163	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb02c89-46f3%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_push-k.svg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_push-k.svg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
10:30:03	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Dec%202022%2008:30:02%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/shape/GET	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/shape/GET	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/shape/pdf.html)
10:30:03	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Dec%202022%2008:30:02%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/shape/giItT1WQy@!-/	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/shape/giItT1WQy@!-/index.html	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/shape/pdf.html)
10:30:03	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Dec%202022%2008:30:03%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/shape/images/	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/shape/images/index.html	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/shape/pdf.html)
10:30:04	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Dec%202022%2008:30:03%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC99E.jpg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC99E.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
10:30:04	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Dec%202022%2008:30:03%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A2.jpg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A2.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
10:30:04	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Dec%202022%2008:30:04%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A5.jpg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A5.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
10:30:04	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Dec%202022%2008:30:04%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A6.jpg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A6.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
10:30:05	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Dec%202022%2008:30:04%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A4.jpg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A4.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
10:30:05	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Dec%202022%2008:30:05%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A3.jpg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A3.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
10:30:05	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Dec%202022%2008:30:05%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9AD.jpg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9AD.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
10:30:06	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Dec%202022%2008:30:05%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9AE.jpg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9AE.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
10:30:06	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Dec%202022%2008:30:05%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/9DCC5872.jpg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/9DCC5872.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_techosens.svg)
10:30:06	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Dec%202022%2008:30:06%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/9DCC5871.jpg	D:/Development/Copies/danfoss/danfoss-drives.com.ua/wp-content/themes/technosence/images/9DCC5871.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_techosens_f.svg)
